performance_id,age_group,ability_group,title_piece_1,composer_piece_1,title_piece_2,composer_piece_2,mark,feedback
oNDzZOLg,10-12,Grade 5 and above,Toccata,Martin Cuellar,Rondo in A,Joseph Myslivecek,78,"The spirit of a Toccata was definitely captured in the Cuellar, your approach suitably energetic and admirably robust in the louder moments. Rhythmcially it needed more tidy control though, the fingerwork was not reliably even and this impacted the faster playing that made up the majority of the work. In the more lyrical passages, both the legato and balance could have been further refined, but the musical mood was well contrasted, and the notes were assured throughout.  Myslivecek’s ’Rondo’ had an apt sense of elegance to begin, with clear shaping and musical contrasts both strong features as it developed. Louder moments were less stylish in effect, the touch in the right hand tending to be quite firm. Faster moving rhythms were not consistently well placed or coordinated, but it was fluent playing overall and the character of the music still came through clearly.  Two very different styles of music were well communicated through this performance, their varied characteristics clearly understood. More control of rapidly moving passages and of tonal awarness was needed to bring further musical clarity, and a more vivid sense of character to each. Scope for more personal stillness as both pieces concluded remained too; this would have allowed the music to embed more effectively, but there was always an admirable sense of engagement with the playing.  Very good playing! This engaging performance showcased your enthusiasm, and your versatile musical knowledge and skill, and I hope you continue to share these laudable talents with others in future performances!"
odmZXaMy,7-9,Up to Grade 5,Minuet in G,Anon,The Song of Twilight,Yoshinao Nakada,85,"The tempo was well chosen for the ’Minuet’, with the elegance of this courtly dance sensed. Further detail and shape were possible in the phrasing, however, together with a little more focus at times. Some contrast between the sections was realised, nonetheless, with the smooth grading of the slowing tempo at the end controlled, and the light touch suited this period of music.  ’Twilight’ captured delicate colours, and the necessary calm was realised. Bolder shaping of the long phrases was desirable, despite this, and some of the left hand chords were slightly split in sound. It was possible for the melody to sing with greater expression, but sensitivity was apparent. A clear tone prevailed, with forward flow confident.  There were displays of fluidity, as well as some poetry, in these two interpretations, and co-ordination proved secure, with a good range of articulation explored. Even bolder changes in colour and mood were possible, however, together with a little more expression and conviction in the shaping of phrases and melodies, but the tone was never harsh or forced and this retained clarity during softer dynamics. Buoyancy was displayed, and there was well-judged use of the pedal, with good command over changing tempi.  You are an accomplished young performer, able to communicate true vitality and finesse. Congratulations on these interpretations!"
ojOrMVzW,13-15,Up to Grade 5,March in D major BWV Anh.122,CPE Bach,To a Wild Rose Op.51 No.1,Edward MacDowell,85,"The Bach was well articulated, a buoyant approach giving a firm sense of style to the playing. A little more momentum would have brought out the ’March’ character more convincingly, with slight catching of adjacent keys midway. It was neatly rhythmic and well coordinated otherwise.  Legato playing was often well managed in ’To a Wild Rose’, the pedalling well controlled, adding apt colour. A more sensitive touch in the louder moments would have given it further warmth, with room to manage the left hand chords more subtly in this regard too. It was clearly shaped though and entirely fluent, just leaving room for even more expressive rhythmic poise.  This was a characterful performance which demonstrated a clear understanding of different musical styles, both pieces well articulated and entirely fluent. Further refinement of tonal sensitivity and rhythmic nuance would have given an even more vivid effect to the performance, as would a little more personal poise at the end of the Bach. Nonetheless, you were evidently engaged with the music and fully committed.  Excellent playing! I particularly enjoyed your colourful rendition of ’To a Wild Rose’, and hope you continue your musical journey with a well earned sense of confidence."
oqWBMvrX,10-12,Grade 5 and above,"Allegro, First movement from Sonatina in C, Op 20 No.1",Friedrich Kuhlau,"Val’s poético, No.6 from Valses poéticos",Enrique Granados,79,"The Kuhlau flowed carefully, with a warm tone and projected melody. Parts were coordinated neatly, with mainly rhythmic and fluid semiquavers; the pulse slightly slowed as it progressed, particuarly through quick passages - though recovered at the return of the main melody. One small blemish was not disruptive; scope for more assured direction and varied articulation - and wider dynamic range, though there was some careful shaping. Overall there was reliable accuracy and fluidity here.  The Granados had a sustained legato melody and stylistic momentum - though accompanying chords were often rather overpowering. This flowed reliably, with some effective musical flexibility, though hesitations between phrases were slightly unsettling. Accompanying quavers in the final section were fluid, though needed more forward direction; room for wider dynamic range overall, but the expressive mood was captured.  This was a fluent performance, with effective transitions between styles, and some careful musical details. The tone had warmth, but dynamic range was often limited; parts needed more careful balancing at times, but technical details were secure, with reliable continuity overall.  I particularly enjoyed the characterful sensitivity you conveyed in the Granados."
ovwNvmAm,13-15,Up to Grade 5,In the time of a waltz,Louise Farrenc,Billie’s Song,Valerie Capers,68,"The Farrenc began carefully, with rhythmic melodic semiquavers and neatly placed chords. A few unrhythmic and hesitant moments were sometimes unsettling, with the pulse not always consistently maintained. Parts were coordinated at first, but there was some untidiness, increasingly towards the end. Overall this was fluent, with light staccato and lyrical shaping through phrases.    ’Billie’s Song’ had a warm tone and fluid legato melody, with some dynamic shaping - though room for much quieter playing at times. The tempo was rather cautious, with more focused melodic direction needed throughout. A few blemishes and unsteady rhythms did not disrupt momentum, and overall this was fluent, with chords neatly placed, and the expressive mood captured.    The performance was fluent, with successful pacing between pieces and different musical styles approached sensitively. Slips and untidy moments were mainly not disruptive, and there was reliable continuity overall.    Your stylistic phrasing and light articulation in the Farrenc effectively conveyed the graceful mood of the piece."
pElXPmqG,10-12,Up to Grade 5,"Allegro Assai, 3rd movement from Sonata in G",Georg Benda,Wallace and Gromit Theme,"Julian Nott, arr. L'Estrange",78,"The Allegro Assai flowed well from the outset at a brisk tempo, with the semiquaver scale figures passing seamlessly between the hands at the outset and a sense of energy established. The tempo was not always consistently maintained, particuarly in the second half of the piece, and there was one retake, but notes and rhythms were otherwise in place with some dynamic contrast adding colour.  The crisply detached LH captured the style of the Wallace and Gromit Theme from the outset, and the tempo was well chosen. But for a couple of rhythmically insecure moments, all was in place in this buoyant performance, with just room for bolder dynamic contrasts and greater projection of some of the LH melodic lines. A characterful and spirited account.  This was a committed and engaging performance, with poise maintained throughout, and some effective communication and projection. Clarity of articulation was a consistent strength and helped to characterise the two contrasting styles. But for a few rhythmic imprecisions and tempo fluctuations, all was controlled and accurate.  A very good performance - well done!"
pRmlQjRZ,7-9,Up to Grade 5,Melody in F,Louis Kohler,Berry's Smoothie,Nikki Yeoh,81,"Melody in F flowed smoothly and gently, and you provided reliable consistency of flow at the start, just needing a little more control and evenness as the piece unfolded. Not all the notes sounded fully, leaving some gaps in the texture in the second half, and there was scope for better balance between theme and accompaniment, but note accuracy was always guaranteed.  Berry’s Smoothie by contrast was vibrant and alert, and the opening of the piece was particularly vivid and well-controlled. Latterly there was room for a little more precision in the rhythms and the flow became slightly bumpy on occasion, but you concluded with a good sense of flair.  A positive feeling of performance awareness, coupled with stylish differentiation of the two works were commendably achieved, and there was confidence communicated in your playing. The phrasing would have benefited from more variety to complete the interpretations, and the rhythmical control wasn’t fully even, but the notes were all reliably placed, and this was characterful playing.  Well done on such a focused and committed performance"
pVrXKMNX,10-12,Up to Grade 5,The Clown,Dmitry Kabalevsky,Starlight,Martha Mier,73,"A clear tone, with bounce in the touch displayed. It was possible to shape the phrases with further rhythmic playfulness and spontaneity to fully capture the character of the clown, however, and a few uneven figures were audible. Even though the approach was a little too one-coloured, with bolder shapes and more energy necessary, the pulse retained clarity, with articulation varied.  The tempo was well chosen in ’Starlight’, and touches of pedal added dimension to the sounds. The melody needed to sing with further expression and poetry, despite this, with a small hesitation present at one point. Repeated patterns and phrases required more shape and variation, with the pulse a little over-emphasised at times, but flow was displayed, and the mood was mostly calm which suited the nocturnal setting.  Legato playing was achieved, with some buoyancy realised in the touch. Even so, much more vigour and colour were necessary in the first piece to provide important contrast between the two chosen works, and technical control was not always complete. Melodies needed to sing with further expression, and deeper engagement in the music and subject matter was required. Tempo choices proved reliable, nonetheless, with forward flow and detailed articulation displayed.  Your playing captured a bright, clear tone, and awareness of the pulse remained constant. Continue to enjoy exploring the wonderful world of the piano!"
pdvjjlXQ,7-9,Up to Grade 5,Arabesque,Friedrich Burgmuller,Autumn Leaves,Joseph Kosma,79,"A lively tempo and mood were established at the start of the 'Arabesque', and there was bounce in the touch. Uneven fast figures were audible, however, and there was room for further detail, as well as a little more focus. The ending sounded brilliant and exciting, nonetheless, with vitality present.  Use of the pedal enhanced the warmth of the sounds, and both thoughtfulness and sensitivity were conveyed in 'Autumn Leaves'. Even more flexibility and colour were possible, despite this, together with bolder contrast between the sections of the music. Although the melody needed to sing with further conviction, as well as a smoother touch in places, a wide range of dynamics was explored. Forward flow remained confident, with some fine detail achieved.  Some engagement in the music was displayed, with contrasting moods between the two pieces realised. There was room for a little more technical control and focus to support playing of even greater conviction, though a lively musicality prevailed, with tempo choices well judged.   You captured moments of brilliance and poetry in these two interpretations. This was a most enjoyable performance. Well done!"
plmNBDVZ,16-18,Grade 5 and above,Romanze in F# Op 28,Robert Schumann,Arabesque No 2,Claude Debussy,88,"The Schumann was performed with sincerity in the sonorously-projected melodic lines. There was a warmth of tone, albeit with small smudges of harmony appearing in the pedalling. It needed more forward movement at times to add to the intensity and sense of direction but you shaped the phrases with grace and the rubato was expressively integrated.  The Arabesque bounced along at a brisk pace, with phrases being purposefully directed. There was room for still more incisive articulation and the odd note blemish or loss of tonal clarity surfaced, but you provided a broad range of colours and highlighted the key structural ’corners’ of the music with care. Occasionally the composer’s dynamic indications needed to be a little more faithfully adhered to but the quirky character of the writing was effectively portrayed nevertheless.  You presented the programme in a calm and well-poised manner, allowing appropriate space in between items. Despite the occasional technical deviation, the stylistic contrasts were convincingly executed and you brought a good deal of colour and interpretive detail to your performance.  There was much to enjoy in your excellent work and I wish you the very best of luck in all your future piano playing exploits!"
qExWpAvN,10-12,Up to Grade 5,SINCERITY,BURGMULLER,GAVOTTE IN F,J. L. DUSSEK,71,"The Burgmuller unfolded gently with some elegant phrasing. The hands were sensitively balanced at the outset although the left hand became more intrusive later on. There could have been more flow overall, with the lines becoming stuck towards the end but the melody had a clear sesne of projection.  The Gavotte opened boldly and was played with firm rhythmic direction. A lighter touch could have been developed in the left hand and there was room to make the dynamic shaping clearer. All securely conveyed though with a good feel for the underlying dance patterns.  This was a calm performance which attained some variety of mood and energy. Further detail could have been explored in each hand but the overall presentation created the essence of the pieces.  I enjoyed the focus and communicative spirit of this programme. Well done."
qJavRvBb,7-9,Up to Grade 5,Sparkling Splashes & Smooth Water (from The Mermaid Challenge),Barbara Arens,Cloudy Day (No. 9 from Microjazz Collection 2),Christopher Norton,72,"Sparkling Splashes and Smooth Water began confidently at a lively tempo, and was rhythmically played at the outset, with the accents well pointed. The tempo slowed a little at the start of the legato sections and there was scope to make more of the changes in dynamic here, but the ’rits’ were well managed and the articulation was colourfully contrasted.  Cloudy Day was crisply articulated in the RH at the outset and flowed well, despite a little unevenness in the shorter notes at times. There was scope to make much more of the opportunities to contrast the dynamics, notably in the second half of the piece, but the sustaing pedal warmed the tone and there was somthing of the character conveyed overall.  Commitment and poise were maintained until the last note of the performance, although waiting until the final chord had stopped resonating before getting up from the piano stool would have allowed for a more reflective end to the performance. There was room for a stronger sense of communication throughout, but contrasts in tempo and articulation helped to differentiate the characters of the two pieces.  I enjoyed your performance of these two engaging pieces."
qONKxnLW,7-9,Grade 5 and above,ETUDE ALLEGRO,YOSHINAO NAKADA,NO.6 FROM VALSES POETICO,ENRIQUE GRANADOS,78,"The Etude Allegro saw appropriate vivacity, and the wider dynamic contrasts were found, the central section in particular showing musical shaping of the melodic line.  There was scope for further tonal variation in the faster chordal passages, where hand alternation was not consistently even, although the sense of excitement in these passages was maintained, and although further attendance to the quieter dynamic levels would have enhanced the overall character of the music, this was an accurate account.  The tempo flexibility used in the Granados was appropriate to the style, and textural voicing allowed the melody to sing for the majority.  More use of the quieter dynamic levels would have enhanced the sentimentality, with repeated notes in the melody in particular needing greater tonal control.  However, musical expression was apparent, and the account saw overall accuracy and a good degree of harmonic clarity, the legato well controlled.  This was a confident performance overall, the contrasting styles defined and with appropriate time and poise apparent in their transition.  Musical shaping was apparent, although greater tonal nuance and use of the quieter levels would have heightened the overall delivery, despite its accuracy and engagement.    Well done on the energy of your performance.  I particularly enjoyed the enthusiasm with which you played the first piece."
qYeGedvA,13-15,Grade 5 and above,Romance,Dario Sciarra,"Rondo (2nd Movement from Sonatina in A Major, op. 59 no. 1)",Friedrich Kuhlau,84,"Romance demonstrated a clear sense of expressive personality at a well chosen tempo. The tone had freedom, if not full incisiveness - an occasional non-sounding note occurred at the quieter end of the dynamic range. Rubato occasionally became somewhat less effective within the wider context of the piece, though the agitated central section took on welcome verve and individuality.  The Kuhlau performance had the advantage of accuracy and a driven tempo. Not all was as clearly synchronised or even in delivery, with semiquaver patterns calling for extra consistency. Repeated notes worked well, with the music’s infectious character firmly interpreted, and there were passages of excellent wit and liveliness to commend.  The two performances were imaginatively presented and paced, showing excellent accuracy and imagination. While there were areas of less consistent instrumental control and precision, musical details were often enthusiastically and musically embraced.  Well done, and very best wishes for your onward musical journey!"
qaPRBadY,10-12,Up to Grade 5,MOON RIVER,HENRY MANCINI,RUSHING RIVER,MELODY BOBER & GLORI GORANSON,67,"Moon River was expressively conveyed at a thoughtful pace. The melody was smooth but there was scope to make the phrases longer in shape and develop the dynamic structure, whilst the left hand was often intruding and occasionally uneven. The sound was just right though, it’s gentle projection suiting the mood of the piece.  Rushing River had an appropriately bright momentum and flowed forwards with confidence. The chords could have been more horizontal in projection, becoming somewhat heavy in attack but there was a feel for the dramatic range of the piece in these. Overall, a bolder dynamnic landscape could have been explored to enhance the secure playing.  A little more time could have been taken between the pieces but overall the execution had control.  I enjoyed the contrast in character between the rivers. Well done on some good playing."
qaPpEwgW,16-18,Grade 5 and above,Jazz Exercise No. 2,Oscar Peterson,Nocturne C sharp minor No. 20,Chopin,82,"The Jazz piece was played at a steady pace and the pulse was well maintained. Rhythmic patterns were precise and defined and the detailing was carefully, and effectively observed. Rather more buoyancy and colour could have been found but the technical delivery was reliable and the style was well realised.  The opening chords in the Chopin were not quite placed together but there was depth in the tone and the notes were secure. The melodic line was suitably projected over the accompaniment in the body of the piece, and a sweet tone was created. The phrases were expressive and contoured and some of the flourishes were bright and crystalline. There was some hesitation and rhythmic and ease as the account progressed, and also some slips in the notes. There was some hesitation and rhythmic unease as the account progressed, and also some slips in the notes. However, the tempo was suitably steady and restrained, especially in the slower endings.  The sense of performance was outward and the contrasting styles were effectively portrayed. There was a little rhythmic uncertainty in both pieces but the playing showed technical facility and agility in the fingerwork. The programme was fittingly contrasted and showed excellent performance skills. Very well done!"
qgXerZZJ,16-18,Grade 5 and above,Tempo di minuetto,Marianne von Martinez,Prelude: Twilight Op. 69,D. G. Rahbee,74,"The first piece began at a lively pace and had a sense of flow and direction. The quicker semiquaver passages were mostly well defined, but were not always quite even and a little more breathing space between the phrases would have been welcome. The tempo was not fully consistent and there were occasional missed notes. Rather more shaping and tapering could have been found but the line was maintained, and something of the style was conveyed.    There was evidence of tonal depth in the bass line, and the melodic line was given projection in Twilight. There was some blurring in the sound as the pedal was not fully lifted, and the legato phrases could have had more subtle shaping and tapering. The line had a sense of flow however, and there were touches of tonal variation and dynamic colour to describe the tranquil scene.    An even greater sense of musical communication could have been found but the contrasting styles were evident and something of the atmosphere was created in Twilight. The introduction was clear and the programme well paced, and showed performance awareness. Well done on your playing."
qjgdaOeg,10-12,Up to Grade 5,WALLACE AND GROMIT THEME,JULIAN NOTT,"A Little Joke, from Thirty Children's Pieces, Op. 27, No. 13",KABALEVSKY,84,"The Wallace and Gromit Theme opened with a well-balanced melodic line and phrases which moved with a sense of direction. The overall pulse was not always robust, and there was scope for tighter rhythmic control in parts. The notes were largely secure, and whilst the rhythmic energy of the piece needed to be more crisp and purposeful, the tone remained clean and there were some organised and effective dynamic contrasts.  The second piece was metrical, crisp and the demisemiquavers were precise and sprightly. Articulation was purposeful and the Vivace marking was well captured. Whilst there was some contouring of the phrases, there was room to make more of the dynamic shaping and to explore a wider range of tonal colours. The performance itself though was playful and poised.  Lines were clearly projected throughout, with the textures well managed. There was a clear sense of involvement conveyed, and the different musical identities of the pieces came across in part. There was room for the performances to be even more vibrant and expressive, and for greater contrast between the items. Although there needed to be tighter control of the pulse in the first piece, the second was tight and well driven, with the technical demands of the programme overall, largely met with positivity.  I particularly enjoyed the energy and clarity of the second piece - well done!"
qlpKOrOx,10-12,Grade 5 and above,View From A Window,Ben Crosland,Tarentelle,Moritz Moszkowski,95,The View from a Window was expressively conveyed from the outset with sensitively built lines and beautifully crafted phrases. Voicing was natural and the flexible pulse allowed the music's essence to come across throughout.   Assured technical command enabled the Tarentella to dance forwards with characterful ease. There was occasional harshness of sound on some of the accented chords but otherwise tonal gradation was well-judged. A wide array of dynamic contrasts and colours added to the vital rhythmic impulse of this compelling account.   This was outstanding playing which was presented with musical confidence and neat stagecraft. The style of each piece was vividly apparent and control of the instrument was always in place.  I enjoyed this high level performance which showed maturity and flair.
qplvLGOd,13-15,Grade 5 and above,Galop Final,Alfredo Casella,Nocturne,"Written by Laufey, arranged by Ted Case",83,"A brisk galop was established and there was crisp and buoyant articulation. A degree of unevenness surfaced in the running semiquavers and the occasional note slip appeared but the sprightly pace and well varied tone colours gave rise to a characterful account, with the changes of tempo being effectively gauged.  The darker mood of the Nocturne was successfully captured, with graceful swells in tone being provided. The melodic lines needed to penetrate more sonorously through the textures and the harmonies became a little over-clouded in the pedalling. Whilst there was room for a more full-blooded tonal range, it was nevertheless thoughtfully shaped, with the rubato being sensitively integrated.  You presented the programme with an appropriate sense of poise, allowing suitable breathing space in between the two items. The technical element of the work was mostly assured, with just the odd note diversion or chordal slip encroaching. The contrasting musical styles were well realised, with some energetic and characterful playing in the Galop and thoughtful expressive shaping in the Nocturne, albeit with a need for further richness of melodic tone and room for still more vivid dynamic colouring. The performance was nevertheless musically persuasive and committed.  Some expressive and enjoyable piano playing - good luck in all your future performing!"
qwwNmyrw,13-15,Up to Grade 5,Allegro in F,Mozart,Doucie Amie,Melanie Bonis,76,"The Mozart had a rhythmic melody, with reliable clarity in most flourishes. Parts were coordinated, with some stylistic light phrasing - though not consistently maintained. There was some musical and dynamic shaping, but the melodic line needed more fluid legato, with moments of untidiness and hesitancy in quieter playing; overall this was fluent and characterful.  The Bonis began with a steady pulse and careful rhythmic chords - though these were not always neatly placed. The melody had clear legato flow, with some lyrical and dynamic shaping. A few errors and hesitations were slightly unsettling, with moments of untidiness and unsteady pulse, particuarly towards the end; overall this flowed reliably.  This was a generally fluent performance, with some stylistic phrasing and momentum - and dynamic shaping. Technical details were mostly reliable, though there were slips and untidy moments, and occasionally unsteady pulse. Overall this was secure, with some thoughtful musical details.  I particularly liked your stylistic light staccato at the start of the Mozart."
qxmWZAgX,16-18,Grade 5 and above,Nocturne Opus 9 No. 2,Frederic Chopin,Prelude Twilight Op. 69,D.G. Rahbee,78,"The Chopin was well paced, with gentle, supportive left hand patterns to underpin the melodic line. Shaping was evident, with some moments of poignant calmness. Tone was largely well controlled and there was balance between the hands. Pedal sometimes intruded on the texture, and there needed to be more commitment to the sense of line, with blemishes causing moments of less even delivery, particularly in the decorative patterns and with some of the rhythmic coordination. There were some fleeting splashes in the chords and the coda was affected by inconsistent projection, but the general ebb and flow of this lyrical piece was understood and well communicated.  There was evident understanding of the melodic contour and expressive scope of the Rahbee, with clear dynamic variation supporting the rise and fall of the melodic line. The left hand supported this with a sense of flow, despite some unsteady projection and coordination, and occasional uneasy pedalling. The tempo was kept positive and there was expressive flexibility at the end particularly, but scope to find even greater conviction in the tone and shape to communicate the lyrical qualities of the music. Notes were secure, and pulse was stable and well controlled throughout.  Your performance of these two pieces - each lyrical and expressive within its own style - revealed engagement with the mood and character of the music. This was generally well communicated to the listener, but there was some caution and reservation in terms of expressive breadth, and coordination of tone and rhythm was not always fully stable. Pacing was performance-aware and suited the repertoire well, and the playing was focused throughout, with accuracy and continuity.  Thank you for sharing your playing. These two pieces were expressively presented and enjoyable to listen to. I wish you well in your continued piano studies."
rEPlyWNV,7-9,Up to Grade 5,Minnie Mouse Hits Town,Pam Wedgwood,"At Home op.134, No.6",Heinrich Lichner,75,"’Minnie Mouse hits Town!’ realised a clear, full-bodied tone, and there was some bounce in the touch. The playing was rather one-coloured, however, with further shape and expression required. Contrast between the sections of the music, as well as variation between repeated material, were limited, but energy was present, with some of the playful syncopation captured.  A lively mood was explored from the start in ’At Home’, with articulation varied. A wider range of colour and expression needed to find a voice, despite this, and the accompaniment often sounded too dominant and lacking in variation. Buoyancy was present, nonetheless, with both rhythmic vigour and vitality communicated.  Both pieces were approached with energy, and there was constant awareness of the pulse, with the slowing of tempo well graded in the first item. Even so, deeper engagement in the music was necessary, with contrast in colour and mood, as well as dynamic variety, often restricted. Although melodies needed to sing with greater expression, with further detail and shape desirable, bouncy rhythms were realised. The tone proved reliable, with forward flow confidently sustained.  This was a lively presentation, full of vigour and energy, with the closing chords bright and decisive. Well done!"
rEbnRJWv,10-12,Grade 5 and above,Piano Sonata K.309,Domenico Scarlatti,Thunder in drought season,Chen Peixun,86,"Scarlatti’s Sonata found an apt sense of elegance, with clear phrasing and varied articulation both admirable strengths. It was generally a little less poised as it developed, with the right hand quavers not always as neatly placed as was possible. A more sustained quality in the left hand minims near the end would have enhanced the harmonic effect, but this was still a stylish and assured rendition.   A range of colour and musical nuance characterised ’Thunder in Drought Season’ very effectively, with the melodic line well projected overall, if a little less so when it was more chordal in texture. Further sonority in the upper range of the final moments, and more consistent clarity of phrasing, would have given it a more vivid sense of experssion still. Regardless, the rhythms were nimbly managed and it was assured in approach throughout.   Personal engagement with the music was apparent across the programme, leaving room only for even more poise as each work concluded. Phrasing and neatness of rhythmic control could have been more consistent, but this was a well executed performance overall.   This was an engaging, individual performance which showed a firm understanding of both musical styles. I particularly enjoyed your rendition of ’Thunder in Drought Season’, where you made excellent use of tonal colour and dexterous fingerwork to communicate the musical idea. I hope you enjoy many future performances!"
rJdNAvAM,10-12,Grade 5 and above,Le Cou Cou,Louis-Claude Daquin,Tribute to Roberto Garcia Morillo,Ginastera,87,"A lively pace and neatly managed semiquavers captured the character of Daquin’s ’Le Coucou’ well, with a nice balance between the hands also achieved. In terms of shaping and phrasing it could have been still more imaginative, especially each time the main theme returned. A couple of the cadential points were less rhythmically placed and could have afforded more poise, but it was fluent and well articulated playing nonetheless.   There was a convincing sense of drive and forward impulse in the Gianastra, leaving room to find an even more energetic pace. Fingerwork in the right hand tended to be less neat in the arpeggiated parts, with a broader range of tonal projection and attack needed to bring out the style of the piece more convincingly. Still the notes were largely secure, as was the overall flow, with suitable aggression in the approach at the end.   An engaging, individual performance, with particularly effective personal poise at the end of each piece, allowing the music to embed. The Gianastra was generally less persuasive in terms of both characterisation and control, but a good grasp of the different musical moods of each piece was still communicated.   Bravo! An excellent and enthusiastic performance. I sincerely hope you continue to share your obvious passion for music with others, and wish you ongoing success in your future performances."
rLXBXKeM,13-15,Up to Grade 5,"La Tarentella, Op. 100 No. 20",J. F. F. Burgmuller,The Village in May,Joe Hisaishi,69,"’La Tarentelle’ began carefully, with coordinated parts; the tempo was cautious at first, but quickened with more assurance in the main melody. Crisp, characterful phrasing here; increasing untidiness between hands, but staccato chords in the middle were rhythmic. There was mostly reliable momentum, apart from hesitancy towards the end; scope for more varied dynamics, but this was fluent overall.  ’The Village in May’ opened cheerfully, with light phrasing and a solid bass line. Melodic passages were secure and rhythmic at first, but this became increasingly uncertain, with hesitancy and slips - and often wavering pulse. Much more dynamic variety was needed overall, but this concluded with some characterful energy.  This was a generally reliable performance, with some stylistic details and phrasing - though dynamic range was rather limited. Technical details were partially secure, but there were often errors and untidy, hesitant moments, particularly in the second piece; overall this was fluid with some characterful momentum.  I particularly liked the light cheerfulness you conveyed in the opening of the Hisaishi."
rQxnxEqj,10-12,Grade 5 and above,"Fugue, from Toccata No.5 in E minor BWV914",J.S Bach,Jazz Fantasy On Mozart,Fazil Say,86,"The Bach had assured direction, with carefully coordinated parts and reliable clarity in semiquavers; melodic entries were distinct in all parts. Fleeting untidiness sometimes unsteadied the pulse at ends of phrases, and where hands played in unison, with some blemishes and rushed moments later. Scope for more tonal variety and dynamic shaping, particularly through sequential passages. Overall this was fluent, with stylistic phrasing and bold musical energy.   'Jazz Fantasy on Mozart' began with characterful phrasing and crisp clarity in semiquavers, with hands neatly coordinated. Assured control was maintained through extended quick passages, with effective transitions between rhythm patterns. Consistent musical focus throughout, but there were moments of hurrying and untidiness later on particularly, with blemishes - though momentum was unaffected. Scope for more time for the music to 'breathe', and for much wider dynamic and tonal range - though some ’echo’ dynamics were effective. Overall there was stylistic assurance here.   This was a confident performance, with mainly reliable control throughout - small blemishes were not disruptive. Different musical styles were effectively communicated, with attentive musical details and carefully projected melodic lines. Scope for more tonal and dynamic variety, but this was musically presented.   I particularly admired the rhythmic clarity and control you achieved in 'Jazz Fantasy'."
rjBjJMav,10-12,Grade 5 and above,Invention No. 14 in B flat,J.S. Bach,Kabalevsky Sonatina No. 1 Op13 for Piano,Dmitri Kabalevsky,84,"Bach’s Invention was expressive in shape, and hands worked together with a clear feeling of unity. There was occasional unevenness of faster notes and room for further consideration of balance at times. However, the conversational style was well understood.   The Kabalevsky provided an immediate change of character, and details of articulation were initially vibrant. There was plenty of energy in the rhythmic approach, despite moments of unevenness, and some of the dynamic colour was really decisive. The end was especially effective.  This was a musically shaped performance, with a good grasp of the contrasting styles. Space before the first piece was rather limited, with little time for reflective preparation, but this was rectified before the Kabalevsky. Even more refined detail was possible, but expressive ideas were often clearly delivered.  Congratulations on an excellent performance, and best wishes for future success and enjoyment."
rjOjPJvE,10-12,Up to Grade 5,The Village in May,Joe Hisaishi,La tarentelle,J.F.F.Burgmuller,81,"The performance of The Village in May was bright, clean and energised from the start. The tempo was brisk, but largely well maintained, just leaving room for tigher rhythmic control during the triplet figures and some of the dotted rhythms. The textures were well balanced and phrases moved with a sense of direction - lines were arched. There was scope for the dynamic range to be more varied, but the general mood created was joyful and fitting.  The opening was largely well coordinated in La Tarantelle. As the piece progressed there were parts that needed to be more precisely together, but the melodic line was confidently balanced in tone. The performance was buoyant and well defined in pulse. There needed to be more contrast between forte and piano markings, though there was some effective shaping, with the ending particularly well controlled and communicative.  There was an excellent sense of poise when playing, and a clear sense of involvement was conveyed, as lines were clean and confidently balanced. The pieces were well contrasted in character, though there was scope for the individual stylistic nuances and expressive components to be much more vibrant and purposeful. Although there needed to be more rhythmic control and tighter coordination in parts of the programme, the technical demands overall were largely well met.  Thank you for playing - I really enjoyed how well balanced the parts were throughout the programme, and that your pieces were very different in style."
rlQkElWD,10-12,Grade 5 and above,Sonatina Op.55 No.3,F. Kuhlau,Toccata,A. Khachaturian,94,"Kuhlau’s ’Sonatina’ was beautifully managed in terms of colour and phrasing, a vivid sense of elegance and neatness achieved throughout. Scope to manage the louder chordal parts more gracefully remained, the voicing and touch a little less persuasive in those moments, but this was otherwise a definitive rendition.  Detail and dexterity were consistent features through the Khachaturian, the character and style of the work eloquently portrayed, with rhythmic rigour and precision. In the ’andante espressivo’ section there was opporunity for more poise and flexiblitiy in the approach, with the textural challenges a little less well met through the lower legato passages. Regardless, it was still an exciting, authoritative account.  A thoroughly accomplished performance, both pieces vividly stylised and supported by outstanding technical skill. There was room for more performance awareness as each piece concluded, a longer moment of stillness was needed to allow the music to more meaningfully embed. Nonetheless your approach was confident and personally involved throughout.  Captivating playing, I was thoroughly impressed by the range of technical skill and musicianship conveyed through your performance. You have already achieved great heights, and I sincerely hope many others have the opportunity to hear your insightful performances in the future. Bravo!"
